text;labels
A Jezus rzek³ do niego: Uwa¿aj, nie mów nikomu, ale idŸ, poka¿ siê kap³anowi i z³ó¿ ofiarê, któr¹ przepisa³ Moj¿esz, na œwiadectwo dla nich;ewangelia
Gdy wszed³ do Kafarnaum, zwróci³ siê do Niego setnik i prosi³ Go,  mówi¹c: Panie, s³uga mój le¿y w domu sparali¿owany i bardzo cierpi;ewangelia
Rzek³ mu Jezus: Przyjdê i uzdrowiê go;ewangelia
Lecz setnik odpowiedzia³: Panie, nie jestem godzien, abyœ wszed³ pod dach mój, ale powiedz tylko s³owo, a mój s³uga odzyska zdrowie;ewangelia
Bo i ja, choæ podlegam w³adzy, mam pod sob¹ ¿o³nierzy;ewangelia
Mówiê temu: IdŸ;ewangelia
"- a idzie; drugiemu: ChodŸ tu";ewangelia
"- a przychodzi; a s³udze: Zrób to";ewangelia
- a robi;ewangelia
Gdy Jezus to us³ysza³, zdziwi³ siê i rzek³ do tych, którzy szli za Nim: Zaprawdê powiadam wam: U nikogo w Izraelu nie znalaz³em tak wielkiej wiary;ewangelia
Lecz powiadam wam: Wielu przyjdzie ze Wschodu i Zachodu i zasi¹d¹ do sto³u z Abrahamem, Izaakiem i Jakubem w królestwie niebieskim;ewangelia
"A synowie królestwa zostan¹ wyrzuceni na zewn¹trz - w ciemnoœæ; tam bêdzie p³acz i zgrzytanie zêbów";ewangelia
Do setnika zaœ Jezus rzek³: IdŸ, niech ci siê stanie, jak uwierzy³eœ;ewangelia
I o tej godzinie jego s³uga odzyska³ zdrowie;ewangelia
Gdy Jezus przyszed³ do domu Piotra, ujrza³ jego teœciow¹, le¿¹c¹ w gor¹czce;ewangelia
Uj¹³ j¹ za rêkê, a gor¹czka j¹ opuœci³a;ewangelia
Wsta³a i us³ugiwa³a Mu;ewangelia
Z nastaniem wieczora przyprowadzono Mu wielu opêtanych;ewangelia
On s³owem wypêdzi³ z³e duchy i wszystkich chorych uzdrowi³;ewangelia
Tak oto spe³ni³o siê s³owo proroka Izajasza: On wzi¹³ na siebie nasze s³aboœci i nosi³ nasze choroby;ewangelia
Gdy Jezus zobaczy³ t³um doko³a siebie, kaza³ odp³yn¹æ na drug¹ stronê;ewangelia
Wtem przyst¹pi³ pewien uczony w Piœmie i rzek³ do Niego: Nauczycielu, pójdê za Tob¹, dok¹dkolwiek siê udasz;ewangelia
Jezus mu odpowiedzia³: Lisy maj¹ nory i ptaki powietrzne - gniazda, lecz Syn Cz³owieczy nie ma miejsca, gdzie by g³owê móg³ oprzeæ;ewangelia
Ktoœ inny spoœród uczniów rzek³ do Niego: Panie, pozwól mi najpierw pójœæ i pogrzebaæ mojego ojca;ewangelia
Lecz Jezus mu odpowiedzia³: PójdŸ za Mn¹, a zostaw umar³ym grzebanie ich umar³ych;ewangelia
Gdy wszed³ do ³odzi, poszli za Nim Jego uczniowie;ewangelia
"Nagle zerwa³a siê gwa³towna burza na jeziorze, tak ¿e fale zalewa³y ³ódŸ; On zaœ spa³";ewangelia
Wtedy przyst¹pili do Niego i obudzili Go, mówi¹c: Panie, ratuj, giniemy;ewangelia
A On im rzek³: Czemu bojaŸliwi jesteœcie, ma³ej wiary;ewangelia
Potem wsta³, rozkaza³ wichrom i jezioru, i nasta³a g³êboka cisza;ewangelia
A ludzie pytali zdumieni: Kim¿e On jest, ¿e nawet wichry i jezioro s¹ Mu pos³uszne;ewangelia
Gdy przyby³ na drugi brzeg do kraju Gadareñczyków, wybiegli Mu naprzeciw dwaj opêtani, którzy wyszli z grobów, bardzo dzicy, tak ¿e nikt nie móg³ przejœæ t¹ drog¹;ewangelia
Zaczêli krzyczeæ: Czego chcesz od nas, /Jezusie/, Synu Bo¿y;ewangelia
Przyszed³eœ tu przed czasem drêczyæ nas;ewangelia
A opodal nich pas³a siê du¿a trzoda œwiñ;ewangelia
Z³e duchy prosi³y Go: Je¿eli nas wyrzucasz, to poœlij nas w tê trzodê œwiñ;ewangelia
Rzek³ do nich: IdŸcie;ewangelia
Wysz³y wiêc i wesz³y w œwinie;ewangelia
I naraz ca³a trzoda ruszy³a pêdem po urwistym zboczu do jeziora i zginê³a w falach;ewangelia
Pasterze zaœ uciekli i przyszed³szy do miasta rozpowiedzieli wszystko, a tak¿e zdarzenie z opêtanymi;ewangelia
"Wtedy ca³e miasto wysz³o na spotkanie Jezusa; a gdy Go ujrzeli, prosili, ¿eby odszed³ z ich granic";ewangelia
On wsiad³ do ³odzi, przeprawi³ siê z powrotem i przyszed³ do swego miasta;ewangelia
I oto przynieœli Mu paralityka, le¿¹cego na ³o¿u;ewangelia
Jezus, widz¹c ich wiarê, rzek³ do paralityka: Ufaj, synu;ewangelia
Odpuszczaj¹ ci siê twoje grzechy;ewangelia
Na to pomyœleli sobie niektórzy z uczonych w Piœmie: On bluŸni;ewangelia
A Jezus, znaj¹c ich myœli, rzek³: Dlaczego z³e myœli nurtuj¹ w waszych sercach;ewangelia
Có¿ bowiem jest ³atwiej powiedzieæ: Odpuszczaj¹ ci siê twoje grzechy, czy te¿ powiedzieæ: Wstañ i chodŸ;ewangelia
Otó¿ ¿ebyœcie wiedzieli, i¿ Syn Cz³owieczy ma na ziemi w³adzê odpuszczania grzechów - rzek³ do paralityka: Wstañ, weŸ swoje ³o¿e i idŸ do domu;ewangelia
On wsta³ i poszed³ do domu;ewangelia
A t³umy ogarn¹³ lêk na ten widok, i wielbi³y Boga, który takiej mocy udzieli³ ludziom;ewangelia
Odchodz¹c stamt¹d, Jezus ujrza³ cz³owieka imieniem Mateusz, siedz¹cego w komorze celnej, i rzek³ do niego: PójdŸ za Mn¹;ewangelia
On wsta³ i poszed³ za Nim;ewangelia
Gdy Jezus siedzia³ w domu za sto³em, przysz³o wielu celników i grzeszników i siedzieli wraz z Jezusem i Jego uczniami;ewangelia
Widz¹c to, faryzeusze mówili do Jego uczniów: Dlaczego wasz Nauczyciel jada wspólnie z celnikami i grzesznikami;ewangelia
On, us³yszawszy to, rzek³: Nie potrzebuj¹ lekarza zdrowi, lecz ci, którzy siê Ÿle maj¹;ewangelia
IdŸcie i starajcie siê zrozumieæ, co znaczy: Chcê raczej mi³osierdzia ni¿ ofiary;ewangelia
Bo nie przyszed³em powo³aæ sprawiedliwych, ale grzeszników;ewangelia
Wtedy podeszli do Niego uczniowie Jana i zapytali: Dlaczego my i faryzeusze du¿o poœcimy, Twoi zaœ uczniowie nie poszcz¹;ewangelia
Jezus im rzek³: Czy goœcie weselni mog¹ siê smuciæ, dopóki pan m³ody jest z nimi;ewangelia
Lecz przyjdzie czas, kiedy zabior¹ im pana m³odego, a wtedy bêd¹ poœciæ;ewangelia
Nikt nie przyszywa ³aty z surowego sukna do starego ubrania, gdy¿ ³ata obrywa ubranie, i gorsze robi siê przedarcie;ewangelia
Nie wlewa siê te¿ m³odego wina do starych buk³aków;ewangelia
W przeciwnym razie buk³aki pêkaj¹, wino wycieka, a buk³aki siê psuj¹;ewangelia
Raczej m³ode wino wlewa siê do nowych buk³aków, a tak jedno i drugie siê zachowuje;ewangelia
Gdy to mówi³ do nich, pewien zwierzchnik /synagogi/ przyszed³ do Niego i, oddaj¹c pok³on, prosi³: Panie, moja córka dopiero co skona³a, lecz przyjdŸ i w³ó¿ na ni¹ rêkê, a ¿yæ bêdzie;ewangelia
Jezus wsta³ i wraz z uczniami poszed³ za nim;ewangelia
Wtem jakaœ kobieta, która dwanaœcie lat cierpia³a na krwotok, podesz³a z ty³u i dotknê³a siê frêdzli Jego p³aszcza;ewangelia
Bo sobie mówi³a: ¿ebym siê choæ Jego p³aszcza dotknê³a, a bêdê zdrowa;ewangelia
Jezus obróci³ siê, i widz¹c j¹, rzek³: Ufaj, córko;ewangelia
Twoja wiara ciê ocali³a;ewangelia
I od tej chwili kobieta by³a zdrowa;ewangelia
Gdy Jezus przyszed³ do domu zwierzchnika i zobaczy³ fletnistów oraz t³um zgie³kliwy,  rzek³: Usuñcie siê, bo dziewczynka nie umar³a, tylko œpi;ewangelia
A oni wyœmiewali Go;ewangelia
Skoro jednak usuniêto t³um, wszed³ i uj¹³ j¹ za rêkê, a dziewczynka wsta³a;ewangelia
Wieœæ o tym rozesz³a siê po ca³ej tamtejszej okolicy;ewangelia
Gdy Jezus odchodzi³ stamt¹d, szli za Nim dwaj niewidomi którzy wo³ali g³oœno: Ulituj siê nad nami, Synu Dawida;ewangelia
Gdy wszed³ do domu, niewidomi przyst¹pili do Niego, a Jezus ich zapyta³: Wierzycie, ¿e mogê to uczyniæ;ewangelia
Oni odpowiedzieli Mu: Tak, Panie;ewangelia
Wtedy dotkn¹³ ich oczu, mówi¹c: Wed³ug wiary waszej niech wam siê stanie;ewangelia
I otworzy³y siê ich oczy, a Jezus surowo im przykaza³: Uwa¿ajcie, niech siê nikt o tym nie dowie;ewangelia
Oni jednak, skoro tylko wyszli, roznieœli wieœæ o Nim po ca³ej tamtejszej okolicy;ewangelia
Gdy ci wychodzili, oto przyprowadzono Mu niemowê opêtanego;ewangelia
Po wyrzuceniu z³ego ducha niemy odzyska³ mowê, a t³umy pe³ne podziwu wo³a³y: Jeszcze siê nigdy nic podobnego nie pojawi³o w Izraelu;ewangelia
Lecz faryzeusze mówili: Wyrzuca z³e duchy moc¹ ich przywódcy;ewangelia
Tak Jezus obchodzi³ wszystkie miasta i wioski;ewangelia
Naucza³ w tamtejszych synagogach, g³osi³ Ewangeliê królestwa i leczy³ wszystkie choroby i wszystkie s³aboœci;ewangelia
A widz¹c t³umy ludzi, litowa³ siê nad nimi, bo byli znêkani i porzuceni, jak owce nie maj¹ce pasterza;ewangelia
Wtedy rzek³ do swych uczniów: ¿niwo wprawdzie wielkie, ale robotników ma³o;ewangelia
Proœcie Pana ¿niwa, ¿eby wyprawi³ robotników na swoje ¿niwo;ewangelia
Wtedy przywo³a³ do siebie dwunastu swoich uczniów i udzieli³ im w³adzy nad duchami nieczystymi, aby je wypêdzali i leczyli wszystkie choroby i wszelkie s³aboœci;ewangelia
A oto imiona dwunastu aposto³ów: pierwszy Szymon, zwany Piotrem, i brat jego Andrzej, potem Jakub, syn Zebedeusza, i brat jego Jan,  Filip i Bart³omiej, Tomasz i celnik Mateusz, Jakub, syn Alfeusza, i Tadeusz,  Szymon Gorliwy i Judasz Iskariota, ten, który Go zdradzi³;ewangelia
Tych to Dwunastu wys³a³ Jezus, daj¹c im nastêpuj¹ce wskazania: Nie idŸcie do pogan i nie wstêpujcie do ¿adnego miasta samarytañskiego;ewangelia
IdŸcie raczej do owiec, które poginê³y z domu Izraela;ewangelia
IdŸcie i g³oœcie: Bliskie ju¿ jest królestwo niebieskie;ewangelia
Uzdrawiajcie chorych, wskrzeszajcie umar³ych, oczyszczajcie trêdowatych, wypêdzajcie z³e duchy;ewangelia
Darmo otrzymaliœcie, darmo dawajcie;ewangelia
Nie zdobywajcie z³ota ani srebra, ani miedzi do swych trzosów;ewangelia
Nie bierzcie na drogê torby ani dwóch sukien, ani sanda³ów, ani laski;ewangelia
Wart jest bowiem robotnik swej strawy;ewangelia
A gdy przyjdziecie do jakiegoœ miasta albo wsi, wywiedzcie siê, kto tam jest godny, i u niego zatrzymajcie siê, dopóki nie wyjdziecie;ewangelia
Wchodz¹c do domu, przywitajcie go pozdrowieniem;ewangelia
"Jeœli dom na to zas³uguje, niech zst¹pi na niego pokój wasz; jeœli zaœ nie zas³uguje, niech pokój wasz powróci do was";ewangelia
Gdyby was gdzie nie chciano przyj¹æ i nie chciano s³uchaæ s³ów waszych, wychodz¹c z takiego domu albo miasta, strz¹œnijcie proch z nóg waszych;ewangelia
Zaprawdê, powiadam wam: Ziemi sodomskiej i gomorejskiej l¿ej bêdzie w dzieñ s¹du ni¿ temu miastu;ewangelia
Oto Ja was posy³am jak owce miêdzy wilki;ewangelia
B¹dŸcie wiêc roztropni jak wê¿e, a nieskazitelni jak go³êbie;ewangelia
Miejcie siê na bacznoœci przed ludŸmi;ewangelia
Bêd¹ was wydawaæ s¹dom i w swych synagogach bêd¹ was biczowaæ;ewangelia
Nawet przed namiestników i królów bêd¹ was wodziæ z mego powodu, na œwiadectwo im i poganom;ewangelia
Kiedy was wydadz¹, nie martwcie siê o to, jak ani co macie mówiæ;ewangelia
W owej bowiem godzinie bêdzie wam poddane, co macie mówiæ,  gdy¿ nie wy bêdziecie mówili, lecz Duch Ojca waszego bêdzie mówi³ przez was;ewangelia
"Brat wyda brata na œmieræ i ojciec syna; dzieci powstan¹ przeciw rodzicom i o œmieræ ich przyprawi¹";ewangelia
Bêdziecie w nienawiœci u wszystkich z powodu mego imienia;ewangelia
Lecz kto wytrwa do koñca, ten bêdzie zbawiony;ewangelia
Gdy was przeœladowaæ bêd¹ w tym mieœcie, uciekajcie do innego;ewangelia
Zaprawdê, powiadam wam: Nie zd¹¿ycie obejœæ miast Izraela, nim przyjdzie Syn Cz³owieczy;ewangelia
Uczeñ nie przewy¿sza nauczyciela ani s³uga swego pana;ewangelia
Wystarczy, jeœli uczeñ bêdzie jak jego nauczyciel, a s³uga jak pan jego;ewangelia
Jeœli pana domu przezwali Belzebubem, o ile¿ bardziej jego domowników tak nazw¹;ewangelia
Wiêc siê ich nie bójcie;ewangelia
Nie ma bowiem nic zakrytego, co by nie mia³o byæ wyjawione, ani nic tajemnego, o czym by siê nie miano dowiedzieæ;ewangelia
Co mówiê wam w ciemnoœci, powtarzajcie na œwietle, a co s³yszycie na ucho, rozg³aszajcie na dachach;ewangelia
Nie bójcie siê tych, którzy zabijaj¹ cia³o, lecz duszy zabiæ nie mog¹;ewangelia
Bójcie siê raczej Tego, który duszê i cia³o mo¿e zatraciæ w piekle;ewangelia
Czy¿ nie sprzedaj¹ dwóch wróbli za asa;ewangelia
A przecie¿ ¿aden z nich bez woli Ojca waszego nie spadnie na ziemiê;ewangelia
U was zaœ nawet w³osy na g³owie wszystkie s¹ policzone;ewangelia
Dlatego nie bójcie siê: jesteœcie wa¿niejsi ni¿ wiele wróbli;ewangelia
Do ka¿dego wiêc, który siê przyzna do Mnie przed ludŸmi, przyznam siê i Ja przed moim Ojcem, który jest w niebie;ewangelia
Lecz kto siê Mnie zaprze przed ludŸmi, tego zaprê siê i Ja przed moim Ojcem, który jest w niebie;ewangelia
Nie s¹dŸcie, ¿e przyszed³em pokój przynieœæ na ziemiê;ewangelia
Nie przyszed³em przynieœæ pokoju, ale miecz;ewangelia
"Bo przyszed³em poró¿niæ syna z jego ojcem, córkê z matk¹, synow¹ z teœciow¹;  i bêd¹ nieprzyjació³mi cz³owieka jego domownicy";ewangelia
Kto kocha ojca lub matkê bardziej ni¿ Mnie, nie jest Mnie godzien;ewangelia
I kto kocha syna lub córkê bardziej ni¿ Mnie, nie jest Mnie godzien;ewangelia
Kto nie bierze swego krzy¿a, a idzie za Mn¹, nie jest Mnie godzien;ewangelia
Kto chce znaleŸæ swe ¿ycie, straci je, a kto straci swe ¿ycie z mego powodu, znajdzie je;ewangelia
"Kto was przyjmuje, Mnie przyjmuje; a kto Mnie przyjmuje, przyjmuje Tego, który Mnie pos³a³";ewangelia
Kto przyjmuje proroka, jako proroka, nagrodê proroka otrzyma;ewangelia
Kto przyjmuje sprawiedliwego, jako sprawiedliwego, nagrodê sprawiedliwego otrzyma;ewangelia
Kto poda kubek œwie¿ej wody do picia jednemu z tych najmniejszych, dlatego ¿e jest uczniem, zaprawdê powiadam wam, nie utraci swojej nagrody;ewangelia
Gdy Jezus skoñczy³ dawaæ te wskazania dwunastu swoim uczniom, odszed³ stamt¹d, aby nauczaæ i g³osiæ [Ewangeliê] w ich miastach;ewangelia
Tymczasem Jan, skoro us³ysza³ w wiêzieniu o czynach Chrystusa, pos³a³ swoich uczniów  z zapytaniem: Czy Ty jesteœ Tym, który ma przyjœæ, czy te¿ innego mamy oczekiwaæ;ewangelia
Jezus im odpowiedzia³: IdŸcie i oznajmijcie Janowi to, co s³yszycie i na co patrzycie:  niewidomi wzrok odzyskuj¹, chromi chodz¹, trêdowaci doznaj¹ oczyszczenia, g³usi s³ysz¹, umarli zmartwychwstaj¹, ubogim g³osi siê Ewangeliê;ewangelia
A b³ogos³awiony jest ten, kto we Mnie nie zw¹tpi;ewangelia
Gdy oni odchodzili, Jezus zacz¹³ mówiæ do t³umów o Janie: Coœcie wyszli ogl¹daæ na pustyni;ewangelia
Trzcinê ko³ysz¹c¹ siê na wietrze;ewangelia
Ale coœcie wyszli zobaczyæ;ewangelia
Cz³owieka w miêkkie szaty ubranego;ewangelia
Oto w domach królewskich s¹ ci, którzy miêkkie szaty nosz¹;ewangelia
Po coœcie wiêc wyszli;ewangelia
Proroka zobaczyæ;ewangelia
Tak, powiadam wam, nawet wiêcej ni¿ proroka;ewangelia
On jest tym, o którym napisano: Oto Ja posy³am mego wys³añca przed Tob¹, aby Ci przygotowa³ drogê;ewangelia
Zaprawdê, powiadam wam: Miêdzy narodzonymi z niewiast nie powsta³ wiêkszy od Jana Chrzciciela;ewangelia
Lecz najmniejszy w królestwie niebieskim wiêkszy jest ni¿ on;ewangelia
A od czasu Jana Chrzciciela a¿ dot¹d królestwo niebieskie doznaje gwa³tu i ludzie gwa³towni zdobywaj¹ je;ewangelia
Wszyscy bowiem Prorocy i Prawo prorokowali a¿ do Jana;ewangelia
A jeœli chcecie przyj¹æ, to on jest Eliaszem, który ma przyjœæ;ewangelia
Kto ma uszy, niechaj s³ucha;ewangelia
Lecz z kim mam porównaæ to pokolenie;ewangelia
"Podobne jest do przebywaj¹cych na rynku dzieci, które przymawiaj¹ swym rówieœnikom:  Przygrywaliœmy wam, a nie tañczyliœcie; biadaliœmy, a wyœcie nie zawodzili";ewangelia
Przyszed³ bowiem Jan: nie jad³ ani nie pi³, a oni mówi¹: Z³y duch go opêta³;ewangelia
Przyszed³ Syn Cz³owieczy: je i pije;ewangelia
a oni mówi¹: Oto ¿ar³ok i pijak, przyjaciel celników i grzeszników;ewangelia
A jednak m¹droœæ usprawiedliwiona jest przez swe czyny;ewangelia
Wtedy pocz¹³ czyniæ wyrzuty miastom, w których najwiêcej Jego cudów siê dokona³o, ¿e siê nie nawróci³y;ewangelia
Biada tobie, Korozain;ewangelia
Biada tobie, Betsaido;ewangelia
Bo gdyby w Tyrze i Sydonie dzia³y siê cuda, które u was siê dokona³y, ju¿ dawno w worze i w popiele by siê nawróci³y;ewangelia
Tote¿ powiadam wam: Tyrowi i Sydonowi l¿ej bêdzie w dzieñ s¹du ni¿ wam;ewangelia
A ty, Kafarnaum, czy a¿ do nieba masz byæ wyniesione;ewangelia
A¿ do Otch³ani zejdziesz;ewangelia
Bo gdyby w Sodomie dzia³y siê cuda, które siê w tobie dokona³y, zosta³aby a¿ do dnia dzisiejszego;ewangelia
Tote¿ powiadam wam: Ziemi sodomskiej l¿ej bêdzie w dzieñ s¹du ni¿ tobie;ewangelia
W owym czasie Jezus przemówi³ tymi s³owami: Wys³awiam Ciê, Ojcze, Panie nieba i ziemi, ¿e zakry³eœ te rzeczy przed m¹drymi i roztropnymi, a objawi³eœ je prostaczkom;ewangelia
Tak, Ojcze, gdy¿ takie by³o Twoje upodobanie;ewangelia
Wszystko przekaza³ Mi Ojciec mój;ewangelia
Nikt te¿ nie zna Syna, tylko Ojciec, ani Ojca nikt nie zna, tylko Syn, i ten, komu Syn zechce objawiæ;ewangelia
PrzyjdŸcie do Mnie wszyscy, którzy utrudzeni i obci¹¿eni jesteœcie, a Ja was pokrzepiê;ewangelia
WeŸcie moje jarzmo na siebie i uczcie siê ode Mnie, bo jestem cichy i pokorny sercem, a znajdziecie ukojenie dla dusz waszych;ewangelia
Albowiem jarzmo moje jest s³odkie, a moje brzemiê lekkie;ewangelia
Pewnego razu Jezus przechodzi³ w szabat wœród zbó¿;ewangelia
Uczniowie Jego, bêd¹c g³odni, zaczêli zrywaæ k³osy i jeœæ;ewangelia
Gdy to ujrzeli faryzeusze, rzekli Mu: Oto Twoi uczniowie czyni¹ to, czego nie wolno czyniæ w szabat;ewangelia
A On im odpowiedzia³: Nie czytaliœcie, co uczyni³ Dawid, gdy by³ g³odny, on i jego towarzysze;ewangelia
Jak wszed³ do domu Bo¿ego i jad³ chleby pok³adne, których nie by³o wolno jeœæ jemu ani jego towarzyszom, tylko samym kap³anom;ewangelia
Albo nie czytaliœcie w Prawie, ¿e w dzieñ szabatu kap³ani naruszaj¹ w œwi¹tyni spoczynek szabatu, a s¹ bez winy;ewangelia
Oto powiadam wam: Tu jest coœ wiêkszego ni¿ œwi¹tynia;ewangelia
Gdybyœcie zrozumieli, co znaczy: Chcê raczej mi³osierdzia ni¿ ofiary, nie potêpialibyœcie niewinnych;ewangelia
Albowiem Syn Cz³owieczy jest Panem szabatu;ewangelia
Id¹c stamt¹d, wszed³ do ich synagogi;ewangelia
A [by³ tam] cz³owiek, który mia³ usch³¹ rêkê;ewangelia
Zapytali Go, by móc Go oskar¿yæ: Czy wolno uzdrawiaæ w szabat;ewangelia
Lecz On im odpowiedzia³: Kto z was jeœli ma jedn¹ owcê, i je¿eli mu ta w dó³ wpadnie w szabat, nie chwyci i nie wyci¹gnie jej;ewangelia
O ile¿ wa¿niejszy jest cz³owiek ni¿ owca;ewangelia
Tak wiêc wolno jest w szabat dobrze czyniæ;ewangelia
Wtedy rzek³ do owego cz³owieka: Wyci¹gnij rêkê;ewangelia
Wyci¹gn¹³, i sta³a siê znów tak zdrowa jak druga;ewangelia
Faryzeusze zaœ wyszli i odbyli naradê przeciw Niemu, w jaki sposób Go zg³adziæ;ewangelia
Gdy siê Jezus dowiedzia³ o tym, oddali³ siê stamt¹d;ewangelia
A wielu posz³o za Nim i uzdrowi³ ich wszystkich;ewangelia
Lecz im surowo zabroni³, ¿eby Go nie ujawniali;ewangelia
"Tak mia³o siê spe³niæ s³owo proroka Izajasza:  Oto mój S³uga, którego wybra³em; Umi³owany mój, w którym moje serce ma upodobanie";ewangelia
Po³o¿ê ducha mojego na Nim, a On zapowie prawo narodom;ewangelia
Nie bêdzie siê spiera³ ani krzycza³, i nikt nie us³yszy na ulicach Jego g³osu;ewangelia
Trzciny zgniecionej nie z³amie ani knota tlej¹cego nie dogasi, a¿ zwyciêsko s¹d przeprowadzi;ewangelia
W Jego imieniu narody nadziejê pok³adaæ bêd¹;ewangelia
Wówczas przyprowadzono Mu opêtanego, który by³ niewidomy i niemy;ewangelia
Uzdrowi³ go, tak ¿e niemy móg³ mówiæ i widzieæ;ewangelia
A wszystkie t³umy pe³ne by³y podziwu i mówi³y: Czy¿ nie jest to Syn Dawida;ewangelia
Lecz faryzeusze, s³ysz¹c to, mówili: On tylko przez Belzebuba, w³adcê z³ych duchów, wyrzuca z³e duchy;ewangelia
Jezus, znaj¹c ich myœli, rzek³ do nich: Ka¿de królestwo, wewnêtrznie sk³ócone, pustoszeje;ewangelia
I ¿adne miasto ani dom, wewnêtrznie sk³ócony, nie ostoi siê;ewangelia
Jeœli szatan wyrzuca szatana, to sam ze sob¹ jest sk³ócony, jak¿e siê wiêc ostoi jego królestwo;ewangelia
I jeœli Ja przez Belzebuba wyrzucam z³e duchy, to przez kogo je wyrzucaj¹ wasi synowie;ewangelia
Dlatego oni bêd¹ waszymi sêdziami;ewangelia
Lecz jeœli Ja moc¹ Ducha Bo¿ego wyrzucam z³e duchy, to istotnie przysz³o do was królestwo Bo¿e;ewangelia
Albo jak mo¿e ktoœ wejœæ do domu mocarza, i sprzêt mu zagrabiæ, jeœli mocarza wpierw nie zwi¹¿e;ewangelia
I dopiero wtedy dom Jego ograbi;ewangelia
"Kto nie jest ze Mn¹, jest przeciwko Mnie; i kto nie zbiera ze Mn¹, rozprasza";ewangelia
Dlatego powiadam wam: Ka¿dy grzech i bluŸnierstwo bêd¹ odpuszczone ludziom, ale bluŸnierstwo przeciwko Duchowi nie bêdzie odpuszczone;ewangelia
Jeœli ktoœ powie s³owo przeciw Synowi Cz³owieczemu, bêdzie mu odpuszczone, lecz jeœli powie przeciw Duchowi Œwiêtemu, nie bêdzie mu odpuszczone ani w tym wieku, ani w przysz³ym;ewangelia
"Albo uznajcie, ¿e drzewo jest dobre, wtedy i jego owoc jest dobry, albo uznajcie, ¿e drzewo jest z³e, wtedy i owoc jego jest z³y; bo z owocu poznaje siê drzewo";ewangelia
Plemiê ¿mijowe;ewangelia
Jak¿e wy mo¿ecie mówiæ dobrze, skoro Ÿli jesteœcie;ewangelia
Przecie¿ z obfitoœci serca usta mówi¹;ewangelia
Dobry cz³owiek z dobrego skarbca wydobywa dobre rzeczy, z³y cz³owiek ze z³ego skarbca wydobywa z³e rzeczy;ewangelia
A powiadam wam: Z ka¿dego bezu¿ytecznego s³owa, które wypowiedz¹ ludzie, zdadz¹ sprawê w dzieñ s¹du;ewangelia
Bo na podstawie s³ów twoich bêdziesz uniewinniony i na podstawie s³ów twoich bêdziesz potêpiony;ewangelia
Wówczas rzekli do Niego niektórzy z uczonych w Piœmie i faryzeuszów: Nauczycielu, chcielibyœmy jakiœ znak widzieæ od Ciebie;ewangelia
Lecz On im odpowiedzia³: Plemiê przewrotne i wiaro³omne ¿¹da znaku, ale ¿aden znak nie bêdzie mu dany, prócz znaku proroka Jonasza;ewangelia
Albowiem jak Jonasz by³ trzy dni i trzy noce we wnêtrznoœciach wielkiej ryby, tak Syn Cz³owieczy bêdzie trzy dni i trzy noce w ³onie ziemi;ewangelia
"Ludzie z Niniwy powstan¹ na s¹dzie przeciw temu plemieniu i potêpi¹ je; poniewa¿ oni wskutek nawo³ywania Jonasza siê nawrócili, a oto tu jest coœ wiêcej ni¿ Jonasz";ewangelia
"Królowa z Po³udnia powstanie na s¹dzie przeciw temu plemieniu i potêpi je; poniewa¿ ona z krañców ziemi przyby³a s³uchaæ m¹droœci Salomona, a oto tu jest coœ wiêcej ni¿ Salomon";ewangelia
Gdy duch nieczysty opuœci cz³owieka, b³¹ka siê po miejscach bezwodnych, szukaj¹c spoczynku, ale nie znajduje;ewangelia
"Wtedy mówi: Wrócê do swego domu, sk¹d wyszed³em; a przyszed³szy zastaje go nie zajêtym, wymiecionym i przyozdobionym";ewangelia
"Wtedy idzie i bierze z sob¹ siedmiu innych duchów z³oœliwszych ni¿ on sam; wchodz¹ i mieszkaj¹ tam";ewangelia
I staje siê póŸniejszy stan owego cz³owieka gorszy, ni¿ by³ poprzedni;ewangelia
Tak bêdzie i z tym przewrotnym plemieniem;ewangelia
Gdy jeszcze przemawia³ do t³umów, oto Jego Matka i bracia stanêli na dworze i chcieli z Nim mówiæ;ewangelia
Ktoœ rzek³ do Niego: Oto Twoja Matka i Twoi bracia stoj¹ na dworze i chc¹ mówiæ z Tob¹;ewangelia
Lecz On odpowiedzia³ temu, który Mu to oznajmi³: Któ¿ jest moj¹ matk¹ i którzy s¹ moimi braæmi;ewangelia
I wyci¹gn¹wszy rêkê ku swoim uczniom, rzek³: Oto moja matka i moi bracia;ewangelia
Bo kto pe³ni wolê Ojca mojego, który jest w niebie, ten Mi jest bratem, siostr¹ i matk¹;ewangelia
Owego dnia Jezus wyszed³ z domu i usiad³ nad jeziorem;ewangelia
Wnet zebra³y siê ko³o Niego t³umy tak wielkie, ¿e wszed³ do ³odzi i usiad³, a ca³y lud sta³ na brzegu;ewangelia
I mówi³ im wiele w przypowieœciach tymi s³owami: Oto siewca wyszed³ siaæ;ewangelia
A gdy sia³ niektóre [ziarna] pad³y na drogê, nadlecia³y ptaki i wydzioba³y je;ewangelia
"Inne pad³y na miejsca skaliste, gdzie niewiele mia³y ziemi; i wnet powschodzi³y, bo gleba nie by³a g³êboka";ewangelia
Lecz gdy s³oñce wzesz³o, przypali³y siê i usch³y, bo nie mia³y korzenia;ewangelia
Inne znowu pad³y miêdzy ciernie, a ciernie wybuja³y i zag³uszy³y je;ewangelia
